@relation categoria
@attribute texto string
@attribute class string
@data
rt @tele13online: rt @elxzer0 urgente en constitucion apareció cristian beas lopez de 16 aÑos. es discapacitado y esta solo en esa ciudad,Personas
rt @biobiodeportes: rt @mauricioperezg se necesita saber de erica zuÑiga erices de hualqui. contacto con mauro 78737688 #chile,Personas
anda la pdi los carabineros,None
@biobiodeportes @biobio @cnnchile  en ciudad de los valles falta electricidad y agu,Electricidad
noticias: nasa afirma que sismo cambió eje de la tierra - de acuerdo a richard gros,None
monte ven a ver nuestra ciudad y ademas la unica ciudad que tiene un gobernador oligarca que no le teme a chavez (cont) http://tl.gd/cvaan,None
darkmasters proximamente otra fecha http://bit.ly/9lnidr,None
rt @relmu86: #terremotochile #buscapersonas #sebusca a osvaldo saravia 99361207 en #concepcion info a su primo luis saravia 96775500 #rptw,Personas
@twiterillo: ahora: saqueos en la comuna de estación central en sector meiggs - llegan carabineros (via #teletarde) #terremotochile,Seguridad
@marqitody uy de verdad estas demente! locamente rico! 77,None
aaah que loucur,None
se rectifica cifra oficial de víctimas del terremoto a 796 http://twurl.nl/7l7dgb,None
@ladymustaine me alegro de leer eso... fuerza y ánimo!,None
ricardo arjona dispuesto a cantar  para los damnificados de chile http://is.gd/9xhdh,None
rt @danidiazn: urgente en constitución apareció cristian beas lope,Personas
@bethsy_moz creo que es el mismo rodolfo belma,None
@rancagua buenos días!!! con mucho animo para ayudar en lo que pueda el día de hoy,None
@muchogustomega acaba de llegar la energia electrica a la villa confraternidad de san bernard,Electricidad
rt @barbaragallardo: aca seguimos listos y dispuestos. recuerde que haremos una recogida de donaciones hoy si es que no puede movilizars ...,None
¿vives entre la vi y ix región y tienes wifi? sácale el candado por esta semana y no utilices clav,None
@buenosdiatodos  necesitamos saber de diego muñoz fredes o graciela fredes de chiguayante porfa no se sabe nada de ellos,Personas
@biobio chilectra nos dejo sin suministro y estaba bien hasta ayer. ahora tienen todos menos 3 casas del sector que si tenian hasta ayer,Electricidad
"rt @notiven: rt: @juanjosemolina :¡buenos días a tod@s!""los diputados de la unidad se comprometerán a legislar desde la an para acabar c ... ",None
rt @deportes13cl: virtualmente confirmado el pleito entre colo colo y la u para ayudar a los damnificados. http://deportes.13.cl/noticia ...,None
lo que hay que leer! rt @ladivinadiva: no se cosntruye un pais asesinando a un estadio lleno de gentert @freduchox:pinochet construyo chile.,None
@danielcolodro en rojo la última hora,None
me siento en constante movimiento t_t,None
liquid crystal & tonic: el trago de moda.,None
en san pedro de la paz la gente está más tranquila con la llegada del ejército. mi familia está bie,None
@zabrini fué un 5.3 (no te contesté de las pelis porque estaba colgado con esto) que rar,None
estan dando informacion de un 2 terremoto que vendra en menos de 72 horas...por favor no hagan bromas con eso sino causaran mas caos...,None
@soledadonetto linares:mñana encopec de chacabuco con kurt moller.se estará recibiendo hasta 12pm pañale,None
rt @nickj_iloveu: rt si tu tambn estas d q te mueres y no puedes esperar para ver el cap. de jonas con nick como sorfista!!,None
sera el principio del fin????? primero hait,None
no se pierdan esta noche el estreno mundial en el show de cristina somos el mundo. todos tenemos que ayudar a #haiti y #chile!!,None
@halconmatinal luego mandar y asi poder ayudar lo mas que se pueda. fuerza chile que se puede!,None
embajada chilena: ninguna de las cuentas internacionales han sido reconocidas por el gobierno chileno. unica reconocida cruz roja chilena,None
la tragedia va aplastandonos como una masa de hormigón en cámara lenta.cada minuto que pasa va agregando mas dolor y desolación.,None
@egacl me imagino que tus jefes deben estar felices de saber que vienes cagado de sueño a la pega :d,None
nesecito saber de la familia godoy ramirez que se encontraban entre concepcion y coronel ..,Personas
"rt @naegel_89: ""chile se movio...ahora te mueves tu""...nos levantaremos con la solidaridad de todos...fuerza chile!! ",None
"rt @tvn_mauricio: ""habrá severidad necesaria (..) todo el rigor de la ley"" para personas vinculadas a asaltos y/o saqueo ",None
rt @la_informacion: la nasa cree que el terremoto de chile podría haber desplazado el eje terrestre http://bit.ly/cf54id,None
@reportwiteros google habilita pagina para donaciones desde el extranjero http://www.google.com/relief/chileearthquake/ #rptw,None
viendo noticias del terremoto,None
@carlaangola ya en cuidades como punto fijo y barcelona se va la luz todos los dias,None
@mwaissbluth enviarán ayuda a tubul?? otra noticia feliz en este día. esas sn las actitudes q se necsitan,None
@melocotoncita ya encontro a su familia viajaron de stgo.,None
buenos días estimados. chilectra reposiciona el 89% del suministro de energía en rm http://tinyurl.com/yaspozj,Electricidad
rt @leoprieto: desde anoche a las 3 am ya está arriba la versión más completa de #chileayuda. el equipo no para! - http://chileayuda.com,None
rt @miguelpaz: rt @ignaciollanos: @miguelpaz rt esto pls para los que estan en usa pueden donar dinero via www.chicagohelpschile.org,None
@muchogustomega en los angeles chile ay agua y luz! porfavor digan algo de san carlos puren. aguante chilito!,Agua
http://twitpic.com/1676mh - estado de carreteras entre región de valparaíso y de o higgins (fuente: mop),Comunicación
rt @fran_veloso_v: seguimos buscando a carlos veloso inostroza de cabañas albacora playa la sirena en #curanipe #buscapersonas,Personas
rt @franzromero: en constitución apareció ivan lara de 8 aÑos que estÁ solo en esa ciudad...busca parientes en todo chile #rptw retwitee ...,Personas
rt @redeschile: todos los dias y todos los estudiante,None
@fernandopaulsen urgente constitución apareció ivan lara de 8 aÑos. estÁ solo en esa ciudad...busca parientes en todo chile,Personas
resultados de favaloro en http://fullsearch.com.ar/favaloro.htm,None
rt @sophievalcras: alguien tiene la lista de los twitterdesaparecidos q me la pueda mandar porfis!!! #snsayuda,None
terremoto en chile modificó el eje de la tierra http://bit.ly/bwz6ww,None
esperemos que lo que dicen en las noticias sea real o solo para calmar y ocultar,None
@dondavidvilla feliz cumple bala! espero que tu y tu familia esten bien. y siii estas muuuuy viejo! que atrozzz,Personas
@benjauc21 @felipe125 mas y mas replicas,None
@canal13 podría explicar porque la red de distribución se demoro un dia para llegar a haiti y tres a concepcion,None
alguien de la v región que sepa donde ir a dejar rop,None
rt @princris: rt @marcelittaa: por favor más rapidez en las empresas de servicios básico,None
"@jbellolio ""suspender las transacciones""  es imposible en retail 1ª necesida ",None
no se porque twittee eso ._. es que ya no soporto ver tantas malas noticias en twitter ._. y se que nadie lo leerá xd,None
rt @tini: rt @sopitas: todas las llamadas hechas a chile desde lineas telmex serán gratuitas hasta el próximo 7 de marzo...,None
insólito. la concerta pidiéndole apoyo a jas fuerzas armadas!,Seguridad
@ugmistral santa cruz está relativamente bien ahor,None
@huasonic lo felicito s,None
rt @cadaunante: rt @pedroverdugo los q quieren saber de #penco: ya hay luz y reactivaron fonos fijo,None
http://elcomercio.pe//noticia/421562/terremoto-chile-habria-alterado-eje-tierra-segun-experto-nasa,None
@felipeharboe ya se pudo contactar al papÁ de ivan jara. va viajando desde santiago,Personas
@teletrece porfavor ayuda los vecinos en quilicura no dan mas... ayudenlos!,None
@alforodriguez en peñalolen no se registran disturbios.,Seguridad
habra que dormir pendientes a los saqueos?? espero q no!!!,Seguridad
@ivanvalenzuela @copano urgente en constitución #apareció ivan lara de 8 aÑos que estÁ solo en esa ciudad busca parientes en todo chile.,Personas
rt @felipekast: www.alevantarchile.cl plataforma p/ canalizar donac y voluntariado  hacia dif actores de la soc civil (via @patricionavia),None
@bichobichobicho comoestas como te fue con el terremto?,None
pq recien hoy esta llegando la ayuda a las zonas afectadas? demasiado lento!! #terremotochile #chile #rptw,None
@scisterna concepción bajo control http://bit.ly/c10lj5 (vía @adnradio)/ojalá sea ciert,None
rt @chacarero encontraron en curanipe a 80 personas con vida en albergues aqui está la lista http://is.gd/9sto9 rtplz @tvn_mauricio,None
el proximo terremoto podria ser entre el 2032 y el 2038. pero eso quien te lo enseña? nadie xq andan tds ls wnes muy ocupados,None
rt @replicaschile: rt @tvn_mauricio: rt @joseperro: existen personas en facebook pidiendo $$ para recargar celulares y llamar a familiar ...,None
rt @mundoperasso: ya nos parecia extrano: la entrada a concepcion esta cerrada hasta el mediodia y los autos y camiones esperan en fila  ...,Comunicación
@rptw no creo que estados unidos sea una buena ayuda! chile ayuda chile nada mas!,None
rt @jorgeramosnews: http://twitpic.com/167cw frente a la moneda en santiago quejas por respuesta tardia de bachelet tras temblor que paso co,None
@tele13online campaÑa tengo mi wifi liberado y tú? ayudanos miles de personas necesitan comunicarse #chile #wififree,None
@soledadonetto por favor!uds que estan en constitució,None
rt @naxcho: peralillo requiere urgente carpas y frazadas para 300 familias damnificadas,None
rt @sophievalcras: @snscafe es verdad eso anda gen te de la pdi disparando acabo de hablr cn un amigo q esta por alla,None
la nación: victoria de los jujeños en tucumán:  http://bit.ly/bgaeme,None
rt: @raulpazhuerta @rodrigosepu @tele13online se necesita información de jorge nelson contreras villarque está en conce y su filia en ovalle,None
@xafro ¿nos concedes una entrevista? confirmar: http://bit.ly/9c0seq,None
@bihotita que dijo? no veo tv ahora. pero el repudio acá fue masivo y simultáneo,None
desconectado del mundo por el puto terremoto,None
@fabriziocopano necesito ubicar a personas en #cauquenes  iris diaz y a leonel villegas favor rt,Personas
¿donde hay que llevar la ropa y los alimentos?,None
no puede ser que no pueda tomar normalmente una pastillaaa no puedo ser tan deforme ajajajaja,None
@mxperez @bianchileiton @dmatamala @soledadonetto @miguelpaz cacharon como bajó el tono? y ahora se vá como pollito...yyy fueeera yyy fueraa,None
mañana a ayudar al metro la moneda :d .,None
@simonrojasdoll en la junta de vecinos de quilpué. seleccionamos la ropa que nos llega y la comida. la echamos en cajas y las dejamos en cr.,None
@anetteoficial carnalitos la embajada chilena n mex abriÓ la cuenta 4042482448 n hsbc para apoyar a ls damnificados c pide q c retwiteen,None
rt @afpa1: rt @gonzomau rt @danajosa: cuadrante puente alt,None
alguien sabek paso en radal ..,None
@mightbemagical  despues pasameloooo,None
@marcelotas por onde vc anda????? saudades¬¬,None
no se ha suspendido el concierto de alejandro san,None
nuevos requerimientos de informacion de personas perdidas en chile.. http://tinyurl.com/yd9fpew,None
busco a la familia flores sepulveda de chiguayante por favor si alguien sabe por favor contacteme,Personas
rt @humonegro: me acaban de llamar desde quilicur,None
@matiasdelrio en el siglo de las comunicaciones el intendente no tiene un medio de comunicación efectivo ( tel satelital). se perdió tiempo.,None
busco a daniela castro concha ella se encuentra en constitución de antemano muchas gracias!! (via @wormaza),None
rt @tele13online: http://twitpic.com/164syp - se busca a familia peralta oxa. rogamos a quien tenga o sepa algo de ellos porfavor comuni ...,None
uuff mucho por ho,None
@alexis_hp si amigo....extraño temuco a morir............lo bueno es que los mios alla estan bien.....les quiero muchisimo,None
@tvn24h solabarrieta es un poeta,None
@airarrazaval ojo con esto: se adelanta para las 18hs el toque de queda en concepción,Seguridad
rt @tvn_mauricio: rt @ximenagambra: puerto montt: se recibe  ayuda enlas escuela 6 (escuela españa,None
rt @turbuschile: atenciÓn: primer informe de carreteras hacia el sur proporcionado por nuestra tripulación en terreno http://alturl.com/fg4p,None
aii dioss amo arjona son lo mejor las cancionees nosee es tan profundoo unas ganas de gritar o llorar diosss,None
rt @thebeatgers: @copano sobre los rumores de replicas:no pudimos predecir un terremoto.hay que estar preparado siempre//totalmente de a ...,None
http://twitpic.com/1655am - el amor (@eveecyrus ) y el odio juntos,None
@misaito por lo menos siento q es forma de llegar a medios de comunicación... por ultimo escucharán radio los paquitos,None
rt @anahi tanto que pedi a dios por t,None
"rt @tele13online: fvr rt ya se supo de familia la regla-arellano de chiguayante ""estan bien dentro de lo posible"". ",None
"rt@dmatamala inmensa mayoría de chilenos honestos y solidarios""poniéndole el hombro""a la catástrofe.le ganarán a los delincuentes/ vamochile ",None
por favor!!! mayor refuerzo militar para barrio norte bellavista concepcion!!!!!!,None
otro dato de utilidad: aunque el sitio de www.carabineros.cl esta caid,None
